Head,Relation,Tail,Original Tail,New Tail,Title,Article,Original Article Text,Clean Original Tail
budget implementation report,be,comparable year,comparable year by year,year,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 244  Budget implementation reports ,"[' \nThe budget implementation reports shall be presented in millions of euro and shall be comparable year by year. \nThey shall consist of: \n(a) reports which aggregate all budgetary operations for the financial year in terms of revenue and expenditure; \n(b) the budget result, which is calculated on the basis of the annual budgetary balance referred to in Decision \n2014/335/EU, Euratom; \n(c) explanatory notes, which shall supplement and comment on the information given in the reports. ', ' \nThe structure of the budget implementation reports shall be the same as that of the budget itself. ', ' \nThe budget implementation reports shall contain: \n(a) information on revenue, in particular changes in the revenue estimates, the revenue outturn and entitlements \nestablished; \n(b) information showing changes in the total commitment and payment appropriations available; \n(c) information showing the use made of the total commitment and payment appropriations available; \n(d) information showing commitments outstanding, those carried over from the preceding financial year and those made \nduring the financial year. ', ' \nAs regards information on revenue, a statement shall be attached to the budget implementation report showing, for \neach Member State, the breakdown of amounts of own resources still to be recovered at the end of the financial year and \ncovered by a recovery order. \nS e c t i o n 3 \nA n n u a l a c c o u n t s t i m e t a b l e ']",comparable year by year
structure budget implementation report,be,budget,the same as that of the budget itself,budget,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 244  Budget implementation reports ,"[' \nThe budget implementation reports shall be presented in millions of euro and shall be comparable year by year. \nThey shall consist of: \n(a) reports which aggregate all budgetary operations for the financial year in terms of revenue and expenditure; \n(b) the budget result, which is calculated on the basis of the annual budgetary balance referred to in Decision \n2014/335/EU, Euratom; \n(c) explanatory notes, which shall supplement and comment on the information given in the reports. ', ' \nThe structure of the budget implementation reports shall be the same as that of the budget itself. ', ' \nThe budget implementation reports shall contain: \n(a) information on revenue, in particular changes in the revenue estimates, the revenue outturn and entitlements \nestablished; \n(b) information showing changes in the total commitment and payment appropriations available; \n(c) information showing the use made of the total commitment and payment appropriations available; \n(d) information showing commitments outstanding, those carried over from the preceding financial year and those made \nduring the financial year. ', ' \nAs regards information on revenue, a statement shall be attached to the budget implementation report showing, for \neach Member State, the breakdown of amounts of own resources still to be recovered at the end of the financial year and \ncovered by a recovery order. \nS e c t i o n 3 \nA n n u a l a c c o u n t s t i m e t a b l e ']",the same as that of the budget itself
yearthe union institution commission body,refer,article,to in article 241,article,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts ,"[' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer \nof the Commission and to the Court of Auditors. ', ' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation \npurposes to the accounting officer of the Commission, in the manner and format laid down by the latter. ', ' \nThe accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with \nthe provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional \naccounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by \nelectronic means.   \x0c ']",to in article 241
follow financial year,send,accounting officer,the required accounting information for consolidation purposes to the accounting officer of the commissionthe commission in the manner and format laid down by the latter,require accounting information,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts ,"[' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer \nof the Commission and to the Court of Auditors. ', ' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation \npurposes to the accounting officer of the Commission, in the manner and format laid down by the latter. ', ' \nThe accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with \nthe provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional \naccounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by \nelectronic means.   \x0c ']",the required accounting information for consolidation purposes to the accounting officer of the commissionthe commission in the manner and format laid down by the latter
follow financial year,send,accounting officer,the required accounting information for consolidation purposes to the accounting officer of the commissionthe commission in the manner and format laid down by the latter,consolidation purpose,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts ,"[' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer \nof the Commission and to the Court of Auditors. ', ' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation \npurposes to the accounting officer of the Commission, in the manner and format laid down by the latter. ', ' \nThe accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with \nthe provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional \naccounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by \nelectronic means.   \x0c ']",the required accounting information for consolidation purposes to the accounting officer of the commissionthe commission in the manner and format laid down by the latter
follow financial year,send,accounting officer,the required accounting information for consolidation purposes to the accounting officer of the commissionthe commission in the manner and format laid down by the latter,accounting officer,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts ,"[' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer \nof the Commission and to the Court of Auditors. ', ' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation \npurposes to the accounting officer of the Commission, in the manner and format laid down by the latter. ', ' \nThe accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with \nthe provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional \naccounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by \nelectronic means.   \x0c ']",the required accounting information for consolidation purposes to the accounting officer of the commissionthe commission in the manner and format laid down by the latter
follow financial year,send,accounting officer,the required accounting information for consolidation purposes to the accounting officer of the commissionthe commission in the manner and format laid down by the latter,commissionthe commission,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts ,"[' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer \nof the Commission and to the Court of Auditors. ', ' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation \npurposes to the accounting officer of the Commission, in the manner and format laid down by the latter. ', ' \nThe accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with \nthe provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional \naccounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by \nelectronic means.   \x0c ']",the required accounting information for consolidation purposes to the accounting officer of the commissionthe commission in the manner and format laid down by the latter
follow financial year,send,accounting officer,the required accounting information for consolidation purposes to the accounting officer of the commissionthe commission in the manner and format laid down by the latter,manner,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts ,"[' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer \nof the Commission and to the Court of Auditors. ', ' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation \npurposes to the accounting officer of the Commission, in the manner and format laid down by the latter. ', ' \nThe accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with \nthe provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional \naccounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by \nelectronic means.   \x0c ']",the required accounting information for consolidation purposes to the accounting officer of the commissionthe commission in the manner and format laid down by the latter
follow financial year,send,accounting officer,the required accounting information for consolidation purposes to the accounting officer of the commissionthe commission in the manner and format laid down by the latter,format,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts ,"[' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer \nof the Commission and to the Court of Auditors. ', ' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation \npurposes to the accounting officer of the Commission, in the manner and format laid down by the latter. ', ' \nThe accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with \nthe provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional \naccounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by \nelectronic means.   \x0c ']",the required accounting information for consolidation purposes to the accounting officer of the commissionthe commission in the manner and format laid down by the latter
accounting officer commission,send,union,the provisional accounts of the commission and the consolidated provisional accounts of the union to the court of auditors by electronic means,provisional account,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts ,"[' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer \nof the Commission and to the Court of Auditors. ', ' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation \npurposes to the accounting officer of the Commission, in the manner and format laid down by the latter. ', ' \nThe accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with \nthe provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional \naccounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by \nelectronic means.   \x0c ']",the provisional accounts of the commission and the consolidated provisional accounts of the union to the court of auditors by electronic means
accounting officer commission,send,union,the provisional accounts of the commission and the consolidated provisional accounts of the union to the court of auditors by electronic means,commission,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts ,"[' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer \nof the Commission and to the Court of Auditors. ', ' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation \npurposes to the accounting officer of the Commission, in the manner and format laid down by the latter. ', ' \nThe accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with \nthe provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional \naccounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by \nelectronic means.   \x0c ']",the provisional accounts of the commission and the consolidated provisional accounts of the union to the court of auditors by electronic means
accounting officer commission,send,union,the provisional accounts of the commission and the consolidated provisional accounts of the union to the court of auditors by electronic means,consolidated provisional account,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts ,"[' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer \nof the Commission and to the Court of Auditors. ', ' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation \npurposes to the accounting officer of the Commission, in the manner and format laid down by the latter. ', ' \nThe accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with \nthe provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional \naccounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by \nelectronic means.   \x0c ']",the provisional accounts of the commission and the consolidated provisional accounts of the union to the court of auditors by electronic means
accounting officer commission,send,union,the provisional accounts of the commission and the consolidated provisional accounts of the union to the court of auditors by electronic means,union,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts ,"[' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer \nof the Commission and to the Court of Auditors. ', ' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation \npurposes to the accounting officer of the Commission, in the manner and format laid down by the latter. ', ' \nThe accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with \nthe provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional \naccounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by \nelectronic means.   \x0c ']",the provisional accounts of the commission and the consolidated provisional accounts of the union to the court of auditors by electronic means
accounting officer commission,send,union,the provisional accounts of the commission and the consolidated provisional accounts of the union to the court of auditors by electronic means,court,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts ,"[' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer \nof the Commission and to the Court of Auditors. ', ' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation \npurposes to the accounting officer of the Commission, in the manner and format laid down by the latter. ', ' \nThe accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with \nthe provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional \naccounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by \nelectronic means.   \x0c ']",the provisional accounts of the commission and the consolidated provisional accounts of the union to the court of auditors by electronic means
accounting officer commission,send,union,the provisional accounts of the commission and the consolidated provisional accounts of the union to the court of auditors by electronic means,auditor,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts ,"[' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer \nof the Commission and to the Court of Auditors. ', ' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation \npurposes to the accounting officer of the Commission, in the manner and format laid down by the latter. ', ' \nThe accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with \nthe provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional \naccounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by \nelectronic means.   \x0c ']",the provisional accounts of the commission and the consolidated provisional accounts of the union to the court of auditors by electronic means
accounting officer commission,send,union,the provisional accounts of the commission and the consolidated provisional accounts of the union to the court of auditors by electronic means,electronic mean,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts ,"[' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer \nof the Commission and to the Court of Auditors. ', ' \nThe accounting officers of the Union institutions other than the Commission and the bodies referred to in \nArticle 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation \npurposes to the accounting officer of the Commission, in the manner and format laid down by the latter. ', ' \nThe accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with \nthe provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional \naccounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by \nelectronic means.   \x0c ']",the provisional accounts of the commission and the consolidated provisional accounts of the union to the court of auditors by electronic means
court auditor,make,article,the court of auditors observations referred to in article 241 and by 15 june make the court of auditors observations on the provisional accounts of the commission and the consolidated provisional accounts of the union on the provisional accounts of the union institutions other than the commission and of each of the bodies,court,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts ,"[' \nThe Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions \nother than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations \non the provisional accounts of the Commission and the consolidated provisional accounts of the Union. ', ' \nThe accounting officers of the Union institutions other than the Commission and of the bodies referred to in \nArticle 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in \nthe manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. \nThe Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, \nsend their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting \nofficer of the Commission. ', ' \nThe accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court \nof Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her \nfinal accounts, a representation letter covering those final accounts. \nThe final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that \nthe final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and \nmethods set out in the notes to the financial statements. ', ' \nThe accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the \ninformation presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, \nand by the bodies referred to in Article 241. \nThe final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, \nin which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the \napplicable accounting principles, rules and methods set out in the notes to the financial statements. ', ' \nAfter approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send \nthem by electronic means to the European Parliament, to the Council and to the Court of Auditors. \nBy the same date, the accounting officer of the Commission shall transmit a representation letter covering the final \nconsolidated accounts to the Court of Auditors. ', ' \nThe final consolidated accounts shall be published by 15 November in the Official Journal of the European Union \ntogether with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and \nArticle 106a of the Euratom Treaty. \nCHAPTER 2 \nIntegrated financial and accountability reporting ']",the court of auditors observations referred to in article 241 and by 15 june make the court of auditors observations on the provisional accounts of the commission and the consolidated provisional accounts of the union on the provisional accounts of the union institutions other than the commission and of each of the bodies
court auditor,make,article,the court of auditors observations referred to in article 241 and by 15 june make the court of auditors observations on the provisional accounts of the commission and the consolidated provisional accounts of the union on the provisional accounts of the union institutions other than the commission and of each of the bodies,auditor observation,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts ,"[' \nThe Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions \nother than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations \non the provisional accounts of the Commission and the consolidated provisional accounts of the Union. ', ' \nThe accounting officers of the Union institutions other than the Commission and of the bodies referred to in \nArticle 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in \nthe manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. \nThe Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, \nsend their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting \nofficer of the Commission. ', ' \nThe accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court \nof Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her \nfinal accounts, a representation letter covering those final accounts. \nThe final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that \nthe final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and \nmethods set out in the notes to the financial statements. ', ' \nThe accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the \ninformation presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, \nand by the bodies referred to in Article 241. \nThe final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, \nin which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the \napplicable accounting principles, rules and methods set out in the notes to the financial statements. ', ' \nAfter approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send \nthem by electronic means to the European Parliament, to the Council and to the Court of Auditors. \nBy the same date, the accounting officer of the Commission shall transmit a representation letter covering the final \nconsolidated accounts to the Court of Auditors. ', ' \nThe final consolidated accounts shall be published by 15 November in the Official Journal of the European Union \ntogether with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and \nArticle 106a of the Euratom Treaty. \nCHAPTER 2 \nIntegrated financial and accountability reporting ']",the court of auditors observations referred to in article 241 and by 15 june make the court of auditors observations on the provisional accounts of the commission and the consolidated provisional accounts of the union on the provisional accounts of the union institutions other than the commission and of each of the bodies
court auditor,make,article,the court of auditors observations referred to in article 241 and by 15 june make the court of auditors observations on the provisional accounts of the commission and the consolidated provisional accounts of the union on the provisional accounts of the union institutions other than the commission and of each of the bodies,article,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts ,"[' \nThe Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions \nother than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations \non the provisional accounts of the Commission and the consolidated provisional accounts of the Union. ', ' \nThe accounting officers of the Union institutions other than the Commission and of the bodies referred to in \nArticle 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in \nthe manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. \nThe Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, \nsend their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting \nofficer of the Commission. ', ' \nThe accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court \nof Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her \nfinal accounts, a representation letter covering those final accounts. \nThe final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that \nthe final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and \nmethods set out in the notes to the financial statements. ', ' \nThe accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the \ninformation presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, \nand by the bodies referred to in Article 241. \nThe final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, \nin which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the \napplicable accounting principles, rules and methods set out in the notes to the financial statements. ', ' \nAfter approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send \nthem by electronic means to the European Parliament, to the Council and to the Court of Auditors. \nBy the same date, the accounting officer of the Commission shall transmit a representation letter covering the final \nconsolidated accounts to the Court of Auditors. ', ' \nThe final consolidated accounts shall be published by 15 November in the Official Journal of the European Union \ntogether with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and \nArticle 106a of the Euratom Treaty. \nCHAPTER 2 \nIntegrated financial and accountability reporting ']",the court of auditors observations referred to in article 241 and by 15 june make the court of auditors observations on the provisional accounts of the commission and the consolidated provisional accounts of the union on the provisional accounts of the union institutions other than the commission and of each of the bodies
court auditor,make,article,the court of auditors observations referred to in article 241 and by 15 june make the court of auditors observations on the provisional accounts of the commission and the consolidated provisional accounts of the union on the provisional accounts of the union institutions other than the commission and of each of the bodies,15 june,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts ,"[' \nThe Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions \nother than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations \non the provisional accounts of the Commission and the consolidated provisional accounts of the Union. ', ' \nThe accounting officers of the Union institutions other than the Commission and of the bodies referred to in \nArticle 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in \nthe manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. \nThe Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, \nsend their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting \nofficer of the Commission. ', ' \nThe accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court \nof Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her \nfinal accounts, a representation letter covering those final accounts. \nThe final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that \nthe final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and \nmethods set out in the notes to the financial statements. ', ' \nThe accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the \ninformation presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, \nand by the bodies referred to in Article 241. \nThe final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, \nin which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the \napplicable accounting principles, rules and methods set out in the notes to the financial statements. ', ' \nAfter approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send \nthem by electronic means to the European Parliament, to the Council and to the Court of Auditors. \nBy the same date, the accounting officer of the Commission shall transmit a representation letter covering the final \nconsolidated accounts to the Court of Auditors. ', ' \nThe final consolidated accounts shall be published by 15 November in the Official Journal of the European Union \ntogether with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and \nArticle 106a of the Euratom Treaty. \nCHAPTER 2 \nIntegrated financial and accountability reporting ']",the court of auditors observations referred to in article 241 and by 15 june make the court of auditors observations on the provisional accounts of the commission and the consolidated provisional accounts of the union on the provisional accounts of the union institutions other than the commission and of each of the bodies
court auditor,make,article,the court of auditors observations referred to in article 241 and by 15 june make the court of auditors observations on the provisional accounts of the commission and the consolidated provisional accounts of the union on the provisional accounts of the union institutions other than the commission and of each of the bodies,provisional account,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts ,"[' \nThe Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions \nother than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations \non the provisional accounts of the Commission and the consolidated provisional accounts of the Union. ', ' \nThe accounting officers of the Union institutions other than the Commission and of the bodies referred to in \nArticle 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in \nthe manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. \nThe Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, \nsend their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting \nofficer of the Commission. ', ' \nThe accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court \nof Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her \nfinal accounts, a representation letter covering those final accounts. \nThe final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that \nthe final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and \nmethods set out in the notes to the financial statements. ', ' \nThe accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the \ninformation presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, \nand by the bodies referred to in Article 241. \nThe final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, \nin which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the \napplicable accounting principles, rules and methods set out in the notes to the financial statements. ', ' \nAfter approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send \nthem by electronic means to the European Parliament, to the Council and to the Court of Auditors. \nBy the same date, the accounting officer of the Commission shall transmit a representation letter covering the final \nconsolidated accounts to the Court of Auditors. ', ' \nThe final consolidated accounts shall be published by 15 November in the Official Journal of the European Union \ntogether with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and \nArticle 106a of the Euratom Treaty. \nCHAPTER 2 \nIntegrated financial and accountability reporting ']",the court of auditors observations referred to in article 241 and by 15 june make the court of auditors observations on the provisional accounts of the commission and the consolidated provisional accounts of the union on the provisional accounts of the union institutions other than the commission and of each of the bodies
